 row column   gen seedrate lincol linrow rancol ranrow fixrow1          x site  yield
  15      3    Yorrel       20   -0.5   0.10      3     15       2 -2.1694215    7 0.3541
  16      3   84L:439       40   -0.5   0.20      3     16       3 -0.1694215    7 0.1754
  17      3   84L:439       30   -0.5   0.30      3     17       4 -1.1694215    7 0.2473
  18      3  Gungurru       20   -0.5   0.40      3     18       1 -2.1694215    7 0.1403
  19      3   Unicrop       20   -0.5   0.50      3     19       2 -2.1694215    7 0.1564
  20      3   84L:439       50   -0.5   0.60      3     20       3  0.8305785    7 0.1920
  21      3    Warrah       20   -0.5   0.70      3     21       4 -2.1694215    7 0.1299
  22      3  Gungurru       40   -0.5   0.80      3     22       1 -0.1694215    7 0.3823
  23      3     Danja       60   -0.5   0.90      3     23       2  1.8305785    7 0.6320
  24      3  Gungurru       70   -0.5   1.00      3     24       3  2.8305785    7 0.3678
  25      3    Yorrel       60   -0.5   1.10      3     25       4  1.8305785    7 0.8206
  26      3 Illyarrie       20   -0.5   1.20      3     26       1 -2.1694215    7 0.4006
  27      3 Illyarrie       60   -0.5   1.30      3     27       2  1.8305785    7 0.4050
   1      4    Merrit       50    0.5  -1.30      4      1       4  0.8305785    7 0.3408
   2      4    Yorrel       50    0.5  -1.20      4      2       1  0.8305785    7 0.1445
   3      4    Yorrel       30    0.5  -1.10      4      3       2 -1.1694215    7 0.1836
   4      4    Yandee       40    0.5  -1.00      4      4       3 -0.1694215    7 0.1768
   5      4 Illyarrie       30    0.5  -0.90      4      5       4 -1.1694215    7 0.2548
   6      4     Danja       70    0.5  -0.80      4      6       1  2.8305785    7 0.6696
   7      4    Merrit       40    0.5  -0.70      4      7       2 -0.1694215    7 0.5028
   8      4    Warrah       50    0.5  -0.60      4      8       3  0.8305785    7 0.4999
   9      4    Merrit       70    0.5  -0.50      4      9       4  2.8305785    7 1.0155
  10      4    Merrit       60    0.5  -0.40      4     10       1  1.8305785    7 0.8821
  11      4    Yorrel       40    0.5  -0.30      4     11       2 -0.1694215    7 0.6128
  12      4    Yandee       60    0.5  -0.20      4     12       3  1.8305785    7 0.5505
  13      4    Yorrel       70    0.5  -0.10      4     13       4  2.8305785    7 0.4419
  14      4   Unicrop       50    0.5   0.00      4     14       1  0.8305785    7 0.3084
  15      4   Unicrop       70    0.5   0.10      4     15       2  2.8305785    7 0.4860
  16      4   Unicrop       30    0.5   0.20      4     16       3 -1.1694215    7 0.3038
  17      4     Danja       20    0.5   0.30      4     17       4 -2.1694215    7 0.4975
  18      4    Yandee       50    0.5   0.40      4     18       1  0.8305785    7 0.2808
  19      4   84L:439       20    0.5   0.50      4     19       2 -2.1694215    7 0.2710
  20      4     Danja       30    0.5   0.60      4     20       3 -1.1694215    7 0.3703
  21      4    Warrah       70    0.5   0.70      4     21       4  2.8305785    7 0.6293
  22      4   84L:439       70    0.5   0.80      4     22       1  2.8305785    7 0.6524
  23      4    Yandee       30    0.5   0.90      4     23       2 -1.1694215    7 0.3685
  24      4 Illyarrie       50    0.5   1.00      4     24       3  0.8305785    7 0.2398
  25      4 Illyarrie       40    0.5   1.10      4     25       4 -0.1694215    7 0.3074
  26      4   84L:439       60    0.5   1.20      4     26       1  1.8305785    7 0.3370
  27      4    Merrit       30    0.5   1.30      4     27       2 -1.1694215    7 0.2720
   1      5    Merrit       40    1.5  -1.30      5      1       4 -0.1694215    7 0.5230
   2      5    Yorrel       40    1.5  -1.20      5      2       1 -0.1694215    7 0.3395
   3      5    Warrah       50    1.5  -1.10      5      3       2  0.8305785    7 0.3221
   4      5   84L:439       50    1.5  -1.00      5      4       3  0.8305785    7 0.5881
   5      5  Gungurru       20    1.5  -0.90      5      5       4 -2.1694215    7 0.3328
   6      5     Danja       30    1.5  -0.80      5      6       1 -1.1694215    7 0.7189
   7      5    Yandee       60    1.5  -0.70      5      7       2  1.8305785    7 0.9505
   8      5    Merrit       60    1.5  -0.60      5      8       3  1.8305785    7 0.6689
   9      5    Yandee       50    1.5  -0.50      5      9       4  0.8305785    7 0.6676
  10      5   Unicrop       70    1.5  -0.40      5     10       1  2.8305785    7 0.4776
  11      5     Danja       70    1.5  -0.30      5     11       2  2.8305785    7 1.0091
  12      5     Danja       20    1.5  -0.20      5     12       3 -2.1694215    7 0.3614
  13      5  Gungurru       70    1.5  -0.10      5     13       4  2.8305785    7 0.8156
  14      5    Yorrel       50    1.5   0.00      5     14       1  0.8305785    7 0.4310
  15      5  Gungurru       40    1.5   0.10      5     15       2 -0.1694215    7 0.5594
  16      5   84L:439       60    1.5   0.20      5     16       3  1.8305785    7 1.1134
  17      5 Illyarrie       40    1.5   0.30      5     17       4 -0.1694215    7 0.8086
  18      5   Unicrop       40    1.5   0.40      5     18       1 -0.1694215    7 0.4311
  19      5    Yandee       20    1.5   0.50      5     19       2 -2.1694215    7 0.5038
  20      5     Danja       40    1.5   0.60      5     20       3 -0.1694215    7 0.6618
  21      5   Unicrop       60    1.5   0.70      5     21       4  1.8305785    7 0.5228
  22      5   84L:439       30    1.5   0.80      5     22       1 -1.1694215    7 0.7018
  23      5    Warrah       40    1.5   0.90      5     23       2 -0.1694215    7 0.3304
  24      5    Yandee       40    1.5   1.00      5     24       3 -0.1694215    7 0.2863
  25      5  Gungurru       50    1.5   1.10      5     25       4  0.8305785    7 0.6196
  26      5   84L:439       40    1.5   1.20      5     26       1 -0.1694215    7 0.7793
  27      5     Danja       50    1.5   1.30      5     27       2  0.8305785    7 0.5014
   1      6    Merrit       50    2.5  -1.30      6      1       4  0.8305785    7 0.8505
   2      6    Yorrel       70    2.5  -1.20      6      2       1  2.8305785    7 0.6045
   3      6    Merrit       70    2.5  -1.10      6      3       2  2.8305785    7 0.6279
   4      6 Illyarrie       70    2.5  -1.00      6      4       3  2.8305785    7 0.7349
   5      6   Unicrop       20    2.5  -0.90      6      5       4 -2.1694215    7 0.3648
   6      6 Illyarrie       20    2.5  -0.80      6      6       1 -2.1694215    7 0.4806
   7      6    Warrah       70    2.5  -0.70      6      7       2  2.8305785    7 0.6631
   8      6    Yorrel       20    2.5  -0.60      6      8       3 -2.1694215    7 0.5690
   9      6    Yandee       30    2.5  -0.50      6      9       4 -1.1694215    7 0.7468
  10      6    Warrah       20    2.5  -0.40      6     10       1 -2.1694215    7 0.1598
  11      6   Unicrop       30    2.5  -0.30      6     11       2 -1.1694215    7 0.1976
  12      6   84L:439       20    2.5  -0.20      6     12       3 -2.1694215    7 0.2086
  13      6   Unicrop       50    2.5  -0.10      6     13       4  0.8305785    7 0.3059
  14      6    Yorrel       60    2.5   0.00      6     14       1  1.8305785    7 0.4734
  15      6    Yorrel       30    2.5   0.10      6     15       2 -1.1694215    7 0.6493
  16      6 Illyarrie       60    2.5   0.20      6     16       3  1.8305785    7 0.6681
  17      6    Merrit       30    2.5   0.30      6     17       4 -1.1694215    7 0.8160
  18      6  Gungurru       30    2.5   0.40      6     18       1 -1.1694215    7 0.4096
  19      6    Warrah       60    2.5   0.50      6     19       2  1.8305785    7 0.6968
  20      6    Warrah       30    2.5   0.60      6     20       3 -1.1694215    7 0.3071
  21      6 Illyarrie       50    2.5   0.70      6     21       4  0.8305785    7 0.8634
  22      6     Danja       60    2.5   0.80      6     22       1  1.8305785    7 0.6011
  23      6    Yandee       70    2.5   0.90      6     23       2  2.8305785    7 0.5241
  24      6  Gungurru       60    2.5   1.00      6     24       3  1.8305785    7 0.3433
  25      6 Illyarrie       30    2.5   1.10      6     25       4 -1.1694215    7 0.4723
  26      6    Merrit       20    2.5   1.20      6     26       1 -2.1694215    7 0.3649
  27      6   84L:439       70    2.5   1.30      6     27       2  2.8305785    7 0.4159
   1      1     Danja       70   -2.5  -1.30      1      1       4  2.8305785    8 1.2213
   2      1     Danja       30   -2.5  -1.20      1      2       1 -1.1694215    8 0.9266
   3      1  Gungurru       50   -2.5  -1.10      1      3       2  0.8305785    8 1.4095
   4      1    Warrah       60   -2.5  -1.00      1      4       3  1.8305785    8 1.5480
   5      1 Illyarrie       60   -2.5  -0.90      1      5       4  1.8305785    8 1.0330
   6      1 Illyarrie       20   -2.5  -0.80      1      6       1 -2.1694215    8 0.3819
   7      1    Yandee       50   -2.5  -0.70      1      7       2  0.8305785    8 1.1846
   8      1    Merrit       40   -2.5  -0.60      1      8       3 -0.1694215    8 1.0388
   9      1 Illyarrie       40   -2.5  -0.50      1      9       4 -0.1694215    8 1.0563
  10      1   84L:439       20   -2.5  -0.40      1     10       1 -2.1694215    8 0.9571
  11      1   84L:439       40   -2.5  -0.30      1     11       2 -0.1694215    8 1.4948
  12      1  Gungurru       70   -2.5  -0.20      1     12       3  2.8305785    8 1.4979
  13      1    Merrit       60   -2.5  -0.10      1     13       4  1.8305785    8 1.2129
  14      1   84L:439       70   -2.5   0.00      1     14       1  2.8305785    8 1.3628
  15      1    Warrah       40   -2.5   0.10      1     15       2 -0.1694215    8 1.7198
  16      1  Gungurru       20   -2.5   0.20      1     16       3 -2.1694215    8 1.3694
  17      1     Danja       20   -2.5   0.30      1     17       4 -2.1694215    8 0.9721
  18      1   Unicrop       60   -2.5   0.40      1     18       1  1.8305785    8 0.9478
  19      1    Yorrel       40   -2.5   0.50      1     19       2 -0.1694215    8 0.3573
  20      1   Unicrop       70   -2.5   0.60      1     20       3  2.8305785    8 0.9374
  21      1    Yandee       60   -2.5   0.70      1     21       4  1.8305785    8 0.7399
  22      1    Merrit       50   -2.5   0.80      1     22       1  0.8305785    8 0.7043
  23      1     Danja       50   -2.5   0.90      1     23       2  0.8305785    8 1.1146
  24      1    Yandee       70   -2.5   1.00      1     24       3  2.8305785    8 1.0821
  25      1  Gungurru       60   -2.5   1.10      1     25       4  1.8305785    8 1.0606
  26      1    Yorrel       20   -2.5   1.20      1     26       1 -2.1694215    8 0.3433
  27      1    Warrah       20   -2.5   1.30      1     27       2 -2.1694215    8 0.9568
   1      2   Unicrop       20   -1.5  -1.30      2      1       4 -2.1694215    8 0.6103
   2      2    Merrit       70   -1.5  -1.20      2      2       1  2.8305785    8 0.9813
   3      2     Danja       60   -1.5  -1.10      2      3       2  1.8305785    8 1.1915
   4      2    Yandee       30   -1.5  -1.00      2      4       3 -1.1694215    8 0.9835
   5      2    Yandee       20   -1.5  -0.90      2      5       4 -2.1694215    8 0.8370
   6      2  Gungurru       40   -1.5  -0.80      2      6       1 -0.1694215    8 0.7745
   7      2    Yorrel       30   -1.5  -0.70      2      7       2 -1.1694215    8 0.4941
   8      2    Yandee       40   -1.5  -0.60      2      8       3 -0.1694215    8 0.8960
   9      2 Illyarrie       50   -1.5  -0.50      2      9       4  0.8305785    8 0.8103
  10      2    Warrah       50   -1.5  -0.40      2     10       1  0.8305785    8 1.4025
  11      2   84L:439       30   -1.5  -0.30      2     11       2 -1.1694215    8 1.6665
  12      2    Merrit       20   -1.5  -0.20      2     12       3 -2.1694215    8 1.3374
  13      2   Unicrop       30   -1.5  -0.10      2     13       4 -1.1694215    8 1.0305
  14      2    Merrit       30   -1.5   0.00      2     14       1 -1.1694215    8 0.9438
  15      2 Illyarrie       30   -1.5   0.10      2     15       2 -1.1694215    8 1.2083
  16      2  Gungurru       30   -1.5   0.20      2     16       3 -1.1694215    8 1.1701
  17      2 Illyarrie       70   -1.5   0.30      2     17       4  2.8305785    8 0.7346
  18      2   84L:439       50   -1.5   0.40      2     18       1  0.8305785    8     NA
  19      2    Warrah       70   -1.5   0.50      2     19       2  2.8305785    8 1.5460
  20      2    Yorrel       60   -1.5   0.60      2     20       3  1.8305785    8 0.4798
  21      2    Warrah       30   -1.5   0.70      2     21       4 -1.1694215    8 0.8456
  22      2    Yorrel       50   -1.5   0.80      2     22       1  0.8305785    8 0.2915
  23      2   Unicrop       40   -1.5   0.90      2     23       2 -0.1694215    8 0.7863
  24      2   84L:439       60   -1.5   1.00      2     24       3  1.8305785    8 1.8583
  25      2   Unicrop       50   -1.5   1.10      2     25       4  0.8305785    8 0.6191
  26      2    Yorrel       70   -1.5   1.20      2     26       1  2.8305785    8 0.2621
  27      2     Danja       40   -1.5   1.30      2     27       2 -0.1694215    8 0.8401
   1      3    Warrah       40   -0.5  -1.30      3      1       4 -0.1694215    8 1.3159
   2      3    Warrah       60   -0.5  -1.20      3      2       1  1.8305785    8 1.3495
   3      3    Yandee       20   -0.5  -1.10      3      3       2 -2.1694215    8 0.8880
   4      3  Gungurru       50   -0.5  -1.00      3      4       3  0.8305785    8 1.5435
   5      3     Danja       40   -0.5  -0.90      3      5       4 -0.1694215    8 1.0159
   6      3  Gungurru       60   -0.5  -0.80      3      6       1  1.8305785    8 0.8429
   7      3    Yandee       70   -0.5  -0.70      3      7       2  2.8305785    8 0.9180
   8      3     Danja       50   -0.5  -0.60      3      8       3  0.8305785    8 1.4189
   9      3  Gungurru       30   -0.5  -0.50      3      9       4 -1.1694215    8 0.7539
  10      3   Unicrop       60   -0.5  -0.40      3     10       1  1.8305785    8 0.6564
  11      3    Warrah       30   -0.5  -0.30      3     11       2 -1.1694215    8 1.3984
  12      3   Unicrop       40   -0.5  -0.20      3     12       3 -0.1694215    8 1.0943
  13      3 Illyarrie       70   -0.5  -0.10      3     13       4  2.8305785    8 0.8788
  14      3    Merrit       20   -0.5   0.00      3     14       1 -2.1694215    8 0.6986
  15      3    Yorrel       20   -0.5   0.10      3     15       2 -2.1694215    8 0.5974
  16      3   84L:439       40   -0.5   0.20      3     16       3 -0.1694215    8 1.8526
  17      3   84L:439       30   -0.5   0.30      3     17       4 -1.1694215    8 1.0341
  18      3  Gungurru       20   -0.5   0.40      3     18       1 -2.1694215    8 1.0194
  19      3   Unicrop       20   -0.5   0.50      3     19       2 -2.1694215    8 1.1711
  20      3   84L:439       50   -0.5   0.60      3     20       3  0.8305785    8 1.6604
  21      3    Warrah       20   -0.5   0.70      3     21       4 -2.1694215    8 1.0553
  22      3  Gungurru       40   -0.5   0.80      3     22       1 -0.1694215    8 0.8471
  23      3     Danja       60   -0.5   0.90      3     23       2  1.8305785    8 1.2225
  24      3  Gungurru       70   -0.5   1.00      3     24       3  2.8305785    8 1.0191
  25      3    Yorrel       60   -0.5   1.10      3     25       4  1.8305785    8 0.3180
  26      3 Illyarrie       20   -0.5   1.20      3     26       1 -2.1694215    8 0.2748
  27      3 Illyarrie       60   -0.5   1.30      3     27       2  1.8305785    8 0.7124
   1      4    Merrit       50    0.5  -1.30      4      1       4  0.8305785    8 1.1671
   2      4    Yorrel       50    0.5  -1.20      4      2       1  0.8305785    8 0.3630
   3      4    Yorrel       30    0.5  -1.10      4      3       2 -1.1694215    8 0.4830
   4      4    Yandee       40    0.5  -1.00      4      4       3 -0.1694215    8 1.1404
   5      4 Illyarrie       30    0.5  -0.90      4      5       4 -1.1694215    8 0.6489
   6      4     Danja       70    0.5  -0.80      4      6       1  2.8305785    8 0.9101
   7      4    Merrit       40    0.5  -0.70      4      7       2 -0.1694215    8 1.2835
   8      4    Warrah       50    0.5  -0.60      4      8       3  0.8305785    8 1.7550
   9      4    Merrit       70    0.5  -0.50      4      9       4  2.8305785    8 1.1848
  10      4    Merrit       60    0.5  -0.40      4     10       1  1.8305785    8 1.0076
  11      4    Yorrel       40    0.5  -0.30      4     11       2 -0.1694215    8 0.4414
  12      4    Yandee       60    0.5  -0.20      4     12       3  1.8305785    8 0.9639
  13      4    Yorrel       70    0.5  -0.10      4     13       4  2.8305785    8 0.2315
  14      4   Unicrop       50    0.5   0.00      4     14       1  0.8305785    8 0.4363
  15      4   Unicrop       70    0.5   0.10      4     15       2  2.8305785    8 1.0686
  16      4   Unicrop       30    0.5   0.20      4     16       3 -1.1694215    8 1.1136
  17      4     Danja       20    0.5   0.30      4     17       4 -2.1694215    8 0.7080
  18      4    Yandee       50    0.5   0.40      4     18       1  0.8305785    8 0.6683
  19      4   84L:439       20    0.5   0.50      4     19       2 -2.1694215    8 1.0633
  20      4     Danja       30    0.5   0.60      4     20       3 -1.1694215    8 0.9925
  21      4    Warrah       70    0.5   0.70      4     21       4  2.8305785    8 0.8673
  22      4   84L:439       70    0.5   0.80      4     22       1  2.8305785    8 1.0078
  23      4    Yandee       30    0.5   0.90      4     23       2 -1.1694215    8 0.5324
  24      4 Illyarrie       50    0.5   1.00      4     24       3  0.8305785    8 0.6276
  25      4 Illyarrie       40    0.5   1.10      4     25       4 -0.1694215    8     NA
  26      4   84L:439       60    0.5   1.20      4     26       1  1.8305785    8     NA
  27      4    Merrit       30    0.5   1.30      4     27       2 -1.1694215    8     NA
   1      5    Merrit       40    1.5  -1.30      5      1       4 -0.1694215    8 0.9954
   2      5    Yorrel       40    1.5  -1.20      5      2       1 -0.1694215    8 0.3619
   3      5    Warrah       50    1.5  -1.10      5      3       2  0.8305785    8 1.6465
   4      5   84L:439       50    1.5  -1.00      5      4       3  0.8305785    8 1.6901
   5      5  Gungurru       20    1.5  -0.90      5      5       4 -2.1694215    8 0.7638
   6      5     Danja       30    1.5  -0.80      5      6       1 -1.1694215    8 0.7648
   7      5    Yandee       60    1.5  -0.70      5      7       2  1.8305785    8 0.9816
   8      5    Merrit       60    1.5  -0.60      5      8       3  1.8305785    8 1.2565
   9      5    Yandee       50    1.5  -0.50      5      9       4  0.8305785    8 0.5631
  10      5   Unicrop       70    1.5  -0.40      5     10       1  2.8305785    8 0.4844
  11      5     Danja       70    1.5  -0.30      5     11       2  2.8305785    8 1.2030
  12      5     Danja       20    1.5  -0.20      5     12       3 -2.1694215    8 1.0493
  13      5  Gungurru       70    1.5  -0.10      5     13       4  2.8305785    8 0.9769
  14      5    Yorrel       50    1.5   0.00      5     14       1  0.8305785    8 0.2333
  15      5  Gungurru       40    1.5   0.10      5     15       2 -0.1694215    8 1.1486
  16      5   84L:439       60    1.5   0.20      5     16       3  1.8305785    8 1.6511
  17      5 Illyarrie       40    1.5   0.30      5     17       4 -0.1694215    8 0.6414
  18      5   Unicrop       40    1.5   0.40      5     18       1 -0.1694215    8 0.5084
  19      5    Yandee       20    1.5   0.50      5     19       2 -2.1694215    8 0.7523
  20      5     Danja       40    1.5   0.60      5     20       3 -0.1694215    8 1.1786
  21      5   Unicrop       60    1.5   0.70      5     21       4  1.8305785    8 0.5569
  22      5   84L:439       30    1.5   0.80      5     22       1 -1.1694215    8 0.7194
  23      5    Warrah       40    1.5   0.90      5     23       2 -0.1694215    8 1.3934
  24      5    Yandee       40    1.5   1.00      5     24       3 -0.1694215    8 0.9993
  25      5  Gungurru       50    1.5   1.10      5     25       4  0.8305785    8 0.7863
  26      5   84L:439       40    1.5   1.20      5     26       1 -0.1694215    8 0.6565
  27      5     Danja       50    1.5   1.30      5     27       2  0.8305785    8 1.1464
   1      6    Merrit       50    2.5  -1.30      6      1       4  0.8305785    8 0.5373
   2      6    Yorrel       70    2.5  -1.20      6      2       1  2.8305785    8 0.1924
   3      6    Merrit       70    2.5  -1.10      6      3       2  2.8305785    8 0.6970
   4      6 Illyarrie       70    2.5  -1.00      6      4       3  2.8305785    8 0.8265
   5      6   Unicrop       20    2.5  -0.90      6      5       4 -2.1694215    8 0.4398
   6      6 Illyarrie       20    2.5  -0.80      6      6       1 -2.1694215    8 0.4480
   7      6    Warrah       70    2.5  -0.70      6      7       2  2.8305785    8 1.3560
   8      6    Yorrel       20    2.5  -0.60      6      8       3 -2.1694215    8 0.3899
   9      6    Yandee       30    2.5  -0.50      6      9       4 -1.1694215    8 0.5421
  10      6    Warrah       20    2.5  -0.40      6     10       1 -2.1694215    8 0.5349
  11      6   Unicrop       30    2.5  -0.30      6     11       2 -1.1694215    8 0.7536
  12      6   84L:439       20    2.5  -0.20      6     12       3 -2.1694215    8 0.9050
  13      6   Unicrop       50    2.5  -0.10      6     13       4  0.8305785    8 0.4778
  14      6    Yorrel       60    2.5   0.00      6     14       1  1.8305785    8 0.1776
  15      6    Yorrel       30    2.5   0.10      6     15       2 -1.1694215    8 0.2914
  16      6 Illyarrie       60    2.5   0.20      6     16       3  1.8305785    8 1.1046
  17      6    Merrit       30    2.5   0.30      6     17       4 -1.1694215    8 0.5955
  18      6  Gungurru       30    2.5   0.40      6     18       1 -1.1694215    8 0.7896
  19      6    Warrah       60    2.5   0.50      6     19       2  1.8305785    8 1.6909
  20      6    Warrah       30    2.5   0.60      6     20       3 -1.1694215    8 1.3780
  21      6 Illyarrie       50    2.5   0.70      6     21       4  0.8305785    8 0.5916
  22      6     Danja       60    2.5   0.80      6     22       1  1.8305785    8 0.5758
  23      6    Yandee       70    2.5   0.90      6     23       2  2.8305785    8 0.8245
  24      6  Gungurru       60    2.5   1.00      6     24       3  1.8305785    8 0.9093
  25      6 Illyarrie       30    2.5   1.10      6     25       4 -1.1694215    8 0.5603
  26      6    Merrit       20    2.5   1.20      6     26       1 -2.1694215    8 0.4143
  27      6   84L:439       70    2.5   1.30      6     27       2  2.8305785    8 1.4483
   1      1     Danja       70   -2.5  -1.30      1      1       4  2.8305785    9 1.4691
   2      1     Danja       30   -2.5  -1.20      1      2       1 -1.1694215    9 0.5343
   3      1 Illyarrie       70   -2.5  -1.10      1      3       2  2.8305785    9 0.7463
   4      1    Merrit       70   -2.5  -1.00      1      4       3  2.8305785    9 0.6965
   5      1 Illyarrie       60   -2.5  -0.90      1      5       4  1.8305785    9 0.9076
   6      1 Illyarrie       20   -2.5  -0.80      1      6       1 -2.1694215    9 0.5506
   7      1    Yandee       50   -2.5  -0.70      1      7       2  0.8305785    9 0.9328
   8      1    Merrit       40   -2.5  -0.60      1      8       3 -0.1694215    9 0.4469
   9      1 Illyarrie       40   -2.5  -0.50      1      9       4 -0.1694215    9 0.8683
  10      1   84L:439       20   -2.5  -0.40      1     10       1 -2.1694215    9 0.4541
  11      1   84L:439       40   -2.5  -0.30      1     11       2 -0.1694215    9 0.7815
  12      1  Gungurru       70   -2.5  -0.20      1     12       3  2.8305785    9 0.7744
  13      1    Merrit       60   -2.5  -0.10      1     13       4  1.8305785    9 0.8844
  14      1   84L:439       70   -2.5   0.00      1     14       1  2.8305785    9 1.3376
  15      1    Warrah       40   -2.5   0.10      1     15       2 -0.1694215    9 0.5498
  16      1  Gungurru       20   -2.5   0.20      1     16       3 -2.1694215    9 0.4581
  17      1     Danja       20   -2.5   0.30      1     17       4 -2.1694215    9 0.6913
  18      1   Unicrop       60   -2.5   0.40      1     18       1  1.8305785    9 0.6590
  19      1    Yorrel       40   -2.5   0.50      1     19       2 -0.1694215    9 0.7323
  20      1   Unicrop       70   -2.5   0.60      1     20       3  2.8305785    9 0.7223
  21      1    Yandee       60   -2.5   0.70      1     21       4  1.8305785    9 0.8505
  22      1    Merrit       50   -2.5   0.80      1     22       1  0.8305785    9 0.7594
  23      1     Danja       50   -2.5   0.90      1     23       2  0.8305785    9 0.7346
  24      1    Yandee       70   -2.5   1.00      1     24       3  2.8305785    9 0.7570
  25      1  Gungurru       60   -2.5   1.10      1     25       4  1.8305785    9 0.8570
  26      1    Yorrel       20   -2.5   1.20      1     26       1 -2.1694215    9 0.7034
  27      1    Warrah       20   -2.5   1.30      1     27       2 -2.1694215    9 0.3584
   1      2   Unicrop       20   -1.5  -1.30      2      1       4 -2.1694215    9 0.3316
   2      2    Merrit       70   -1.5  -1.20      2      2       1  2.8305785    9 0.5521
   3      2   84L:439       50   -1.5  -1.10      2      3       2  0.8305785    9 0.6359
   4      2    Warrah       50   -1.5  -1.00      2      4       3  0.8305785    9 0.2706
   5      2    Yandee       20   -1.5  -0.90      2      5       4 -2.1694215    9 0.3263
   6      2  Gungurru       40   -1.5  -0.80      2      6       1 -0.1694215    9 0.5454
   7      2    Yorrel       30   -1.5  -0.70      2      7       2 -1.1694215    9 0.8379
   8      2    Yandee       40   -1.5  -0.60      2      8       3 -0.1694215    9 0.5930
   9      2 Illyarrie       50   -1.5  -0.50      2      9       4  0.8305785    9 0.7303
  10      2    Warrah       50   -1.5  -0.40      2     10       1  0.8305785    9 0.4175
  11      2   84L:439       30   -1.5  -0.30      2     11       2 -1.1694215    9 0.3929
  12      2    Merrit       20   -1.5  -0.20      2     12       3 -2.1694215    9 0.3976
  13      2   Unicrop       30   -1.5  -0.10      2     13       4 -1.1694215    9 0.4235
  14      2    Merrit       30   -1.5   0.00      2     14       1 -1.1694215    9 0.4189
  15      2 Illyarrie       30   -1.5   0.10      2     15       2 -1.1694215    9 0.5661
  16      2  Gungurru       30   -1.5   0.20      2     16       3 -1.1694215    9 0.5841
  17      2 Illyarrie       70   -1.5   0.30      2     17       4  2.8305785    9 0.9465
  18      2   84L:439       50   -1.5   0.40      2     18       1  0.8305785    9 0.9331
  19      2    Warrah       70   -1.5   0.50      2     19       2  2.8305785    9 0.4925
  20      2    Yorrel       60   -1.5   0.60      2     20       3  1.8305785    9 1.4259
  21      2    Warrah       30   -1.5   0.70      2     21       4 -1.1694215    9 0.2378
  22      2    Yorrel       50   -1.5   0.80      2     22       1  0.8305785    9 1.1563
  23      2   Unicrop       40   -1.5   0.90      2     23       2 -0.1694215    9 0.5210
  24      2   84L:439       60   -1.5   1.00      2     24       3  1.8305785    9 0.6569
  25      2   Unicrop       50   -1.5   1.10      2     25       4  0.8305785    9 0.4799
  26      2    Yorrel       70   -1.5   1.20      2     26       1  2.8305785    9 1.5240
  27      2     Danja       40   -1.5   1.30      2     27       2 -0.1694215    9 0.8884
   1      3    Warrah       40   -0.5  -1.30      3      1       4 -0.1694215    9 0.4136
   2      3    Warrah       60   -0.5  -1.20      3      2       1  1.8305785    9 0.4376
   3      3    Yandee       40   -0.5  -1.10      3      3       2 -0.1694215    9 0.5296
   4      3    Yorrel       30   -0.5  -1.00      3      4       3 -1.1694215    9 0.4679
   5      3     Danja       40   -0.5  -0.90      3      5       4 -0.1694215    9 0.7890
   6      3  Gungurru       60   -0.5  -0.80      3      6       1  1.8305785    9 0.6353
   7      3    Yandee       70   -0.5  -0.70      3      7       2  2.8305785    9 0.6895
   8      3     Danja       50   -0.5  -0.60      3      8       3  0.8305785    9 0.7551
   9      3  Gungurru       30   -0.5  -0.50      3      9       4 -1.1694215    9 0.3479
  10      3   Unicrop       60   -0.5  -0.40      3     10       1  1.8305785    9 0.6838
  11      3    Warrah       30   -0.5  -0.30      3     11       2 -1.1694215    9 0.2520
  12      3   Unicrop       40   -0.5  -0.20      3     12       3 -0.1694215    9 0.5641
  13      3 Illyarrie       70   -0.5  -0.10      3     13       4  2.8305785    9 1.2349
  14      3    Merrit       20   -0.5   0.00      3     14       1 -2.1694215    9 0.3500
  15      3    Yorrel       20   -0.5   0.10      3     15       2 -2.1694215    9 0.6825
  16      3   84L:439       40   -0.5   0.20      3     16       3 -0.1694215    9 1.1051
  17      3   84L:439       30   -0.5   0.30      3     17       4 -1.1694215    9 0.8219
  18      3  Gungurru       20   -0.5   0.40      3     18       1 -2.1694215    9 0.3950
  19      3   Unicrop       20   -0.5   0.50      3     19       2 -2.1694215    9 0.2980
  20      3   84L:439       50   -0.5   0.60      3     20       3  0.8305785    9 1.0750
  21      3    Warrah       20   -0.5   0.70      3     21       4 -2.1694215    9 0.2544
  22      3  Gungurru       40   -0.5   0.80      3     22       1 -0.1694215    9 0.8098
  23      3     Danja       60   -0.5   0.90      3     23       2  1.8305785    9 0.9299
  24      3  Gungurru       70   -0.5   1.00      3     24       3  2.8305785    9 0.5583
  25      3    Yorrel       60   -0.5   1.10      3     25       4  1.8305785    9 1.3103
  26      3 Illyarrie       20   -0.5   1.20      3     26       1 -2.1694215    9 0.4784
  27      3 Illyarrie       60   -0.5   1.30      3     27       2  1.8305785    9 0.8976
   1      4    Merrit       50    0.5  -1.30      4      1       4  0.8305785    9 0.3778
   2      4    Yorrel       50    0.5  -1.20      4      2       1  0.8305785    9 0.9681
   3      4  Gungurru       50    0.5  -1.10      4      3       2  0.8305785    9 0.3336
   4      4    Yandee       20    0.5  -1.00      4      4       3 -2.1694215    9 0.2241
